cell,Donor,Region,MajorType
HBA_200206_H1930002_CX47_LEC_1_P5-2-I12-P3,h1930002,LEC,L2/3 IT
HBA_200206_H1930002_CX47_LEC_1_P6-3-H19-I18,h1930002,LEC,L2/3 IT
HBA_200206_H1930002_CX47_LEC_1_P6-3-H19-J5,h1930002,LEC,L2/3 IT
HBA_200206_H1930002_CX47_LEC_1_P6-3-H19-K6,h1930002,LEC,L2/3 IT
HBA_200206_H1930002_CX47_LEC_1_P6-3-H19-L18,h1930002,LEC,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-A15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-B15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-B4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-C16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-C3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-D3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-E16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-G4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-H4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-I3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-K15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-K16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-M4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-O16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-2-P7-P16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-A19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-B20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-B7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-C20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-D20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-D7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-D8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-E7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-G19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-H19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-H8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-I8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-J19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-J20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-J7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-K20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-L20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-N20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-N7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-4-C11-P8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-A1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-A2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-B1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-B14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-C1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-C2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-D14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-E14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-G14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-H1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-H2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-I14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-J14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-L13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-L14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-M1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-M14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-M2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-O1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-O14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-O2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-1-H22-P13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-C12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-D12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-D23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-E24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-F12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-F24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-G12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-H11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-H23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-I24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-J11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-J12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-J24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-K23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-L23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-L24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-N23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-O11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-O23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-6-J9-P11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-B8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-C20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-C7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-D19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-E20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-E8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-F19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-F7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-H8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-I19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-I7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-L19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-L20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-L8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-M8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-N20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-N7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-O20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-P19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-P20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P1-4-K23-P8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-B14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-C14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-C2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-D2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-F1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-H13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-I14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-I2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-J13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-J14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-K2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-L1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-M1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-M13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-N1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-N13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-N14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-N2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_2_P2-1-G20-P2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-A10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-A21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-D10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-E21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-F21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-G22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-H22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-I10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-I21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-I22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-I9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-J10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-K10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-L10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-L22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-M22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-N10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-O22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P1-5-G6-P21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-A19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-B8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-E7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-F20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-F7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-G19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-G8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-H19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-H20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-H7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-H8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-M19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-N19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-O20,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-P19,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-P7,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-4-B9-P8,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-B12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-B24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-C11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-C24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-E24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-F11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-G23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-G24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-H11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-J11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-K11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-K12,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-K24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-P23,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-6-H6-P24,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-C16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-D16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-E15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-E16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-F3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-G15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-G16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-H15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-J4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-M4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-N15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-O15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-2-P3-P15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-A15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-A3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-A4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-B16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-C15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-C4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-D15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-D4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-E3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-G4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-H16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-I16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-I3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-K4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-L15,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-L16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-L3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-M3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-N3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-N4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-O16,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-P3,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-2-C10-P4,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-B10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-B21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-B9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-C10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-C22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-D9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-E10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-E21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-E9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-F22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-G10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-G22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-G9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-H22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-I10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-J10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-J22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-K10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-L21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-M22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-N21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-N9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-O10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-O21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-O22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P2-5-N22-P22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-A9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-B9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-C22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-E10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-E21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-G10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-G22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-G9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-J22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-J9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-K21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-M10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-M21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-M9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-N10,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-N22,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-O21,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-O9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P6-5-F21-P9,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-A13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-A14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-C13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-C14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-D1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-D14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-D2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-E14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-G1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-G13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-G14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-G2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-H14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-H2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-I14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-K13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-N2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-1-E6-O13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-A13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-A2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-C13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-C2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-D1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-E13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-E14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-G1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-G2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-I14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-J13,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-J14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-L1,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-L2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-M14,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-N2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P3-1-E22-P2,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-6-E16-B11,h1930001,A19,L2/3 IT
HBA_200818_H1930001_CX55_A19_1_P5-6-E16-B23,h1930001,A19,L2/3 IT
