cell,Donor,Region,MajorType
HBA_200708_H1930002_CX51_A1C_1_P4-3-F15-N18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P4-3-F15-N6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P4-3-F15-O17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P4-3-F15-O18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P4-3-F15-P6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-B1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-B14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-D1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-D14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-E1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-E14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-F1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-F13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-F14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-G1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-G13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-H1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-H13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-H14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-I13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-J1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-J13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-J2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-K1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-K13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-K2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-L14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-L2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-M14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-N14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-N2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-O14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-1-A10-O2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-A11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-A23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-A24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-B11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-C11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-C24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-D11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-D12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-E11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-E12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-F12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-F24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-G12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-G23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-G24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-H12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-H24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-I11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-I23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-I24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-J11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-L12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-L23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-M12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-M23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-O11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-O12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-O24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-P11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-6-L16-P24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-A4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-C3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-E16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-F16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-G15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-G16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-G3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-K4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-L15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-N15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-N4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-O15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-P16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-P3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-2-C14-P4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-A19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-A8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-B7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-B8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-C8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-D7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-E19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-E7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-F20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-F7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-F8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-G7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-G8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-H20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-H8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-J19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-J20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-J7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-K19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-K20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-K8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-M19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-M8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-N19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-N20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-N8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P3-4-L5-O8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-A21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-A9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-C10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-D10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-D21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-D22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-E21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-F22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-F9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-G22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-G9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-H10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-H21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-I22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-J21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-J22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-K10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-L10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-L21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-L9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-M10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-M21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-M22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-N10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-O10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-O22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-5-G3-O9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-A10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-A22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-B9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-C10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-C21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-E10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-E21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-F21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-F22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-G10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-G9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-H10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-H22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-H9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-I10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-I21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-J10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-J9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-K10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-K22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-K9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-L10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-M10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-M21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-N10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-N21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-N22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-N9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-O22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-O9,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-5-M5-P22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-A13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-A2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-B1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-D13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-D2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-E13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-E2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-F14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-G14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-G2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-H14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-I1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-J13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-J14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-J2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-K1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-M14,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-M2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-N2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-O1,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-O2,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P7-1-P9-P13,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-C17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-C18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-D17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-E17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-E18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-E6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-F17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-F18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-F5,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-F6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-G6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-H5,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-I17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-I18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-I6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-J6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-K17,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-M6,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P6-3-G4-N18,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-A23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-A24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-B11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-B24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-C12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-C24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-D11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-D12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-E12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-F12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-F23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-H24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-I24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-J11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-J23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-J24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-K12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-K23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-K24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-M12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-N11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-N23,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-O12,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-O24,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-6-M15-P11,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-A7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-B8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-C20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-D19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-E19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-E8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-F19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-F7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-F8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-H19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-I19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-I7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-I8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-J7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-J8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-K20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-M20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-N7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-N8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-O20,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-O7,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-O8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-P19,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P8-4-D24-P8,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-A3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-A4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-B15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-C3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-C4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-D4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-E15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-E4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-F4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-G4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-H16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-J15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-J16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-K15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-K3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-L15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-L3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-M15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-M4,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-O3,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-P15,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P1-2-B16-P16,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-5-N16-A10,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-5-N16-A21,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-5-N16-A22,h1930002,A1C,L2/3 IT
HBA_200708_H1930002_CX51_A1C_1_P2-5-N16-B10,h1930002,A1C,L2/3 IT
